iter	Logloss
239	0.06546699001
240	0.0653439715
241	0.06525647912
242	0.06521640522
243	0.06512577552
244	0.06503548531
245	0.06498825619
246	0.06491706208
247	0.06482117455
248	0.06470589753
249	0.06463689396
250	0.0645696436
251	0.06447155849
252	0.06442172728
253	0.06434719274
254	0.06429675562
255	0.06419403115
256	0.0640984923
257	0.06402816236
258	0.06395408666
259	0.06387924346
260	0.06376329769
261	0.06366948236
262	0.06357822336
263	0.06347866836
264	0.06340378529
265	0.06338518872
266	0.06332021218
267	0.06328234253
268	0.06317620372
269	0.06312145568
270	0.06303214186
271	0.06296204343
272	0.0628931347
273	0.0628364762
274	0.06277211838
275	0.06269327847
276	0.06265933528
277	0.06260954026
278	0.0625031074
279	0.06247565766
280	0.06240677884
281	0.06231431327
282	0.06228005569
283	0.06216937844
284	0.06211999489
285	0.0620599378
286	0.06200231167
287	0.06194856409
288	0.06191663637
289	0.06181533749
290	0.06175064012
291	0.06167806594
292	0.06158884646
293	0.0615675445
294	0.061523629
295	0.06143915072
296	0.06138404644
297	0.06135818096
298	0.06129286323
299	0.06120874595
300	0.06116254497
301	0.061122777
302	0.06106107437
303	0.06099062469
304	0.0609103193
305	0.06081401709
306	0.06075975708
307	0.0606871868
308	0.06065518302
309	0.06055084516
310	0.06045693928
311	0.06043226972
312	0.06035403999
313	0.060282234
314	0.06023260439
315	0.06019929448
316	0.06013587268
317	0.06006392659
318	0.05995135282
319	0.05991377216
320	0.05987840465
321	0.05982443858
322	0.05974818216
323	0.05969689417
324	0.05959054831
325	0.05951826936
326	0.05945827218
327	0.05942354667
328	0.05936840763
329	0.05929645436
330	0.05921378653
331	0.05913073051
332	0.05905961097
333	0.05900349408
334	0.05896744284
335	0.05892357347
336	0.058817313
337	0.05873526187
338	0.05864536074
339	0.05856708351
340	0.05851163279
341	0.05847776519
342	0.05846390343
343	0.05843481949
344	0.05832784337
345	0.05826854848
346	0.05821451037
347	0.05818968511
348	0.05812850596
349	0.0580492489
350	0.05798524094
351	0.05790288216
352	0.05782901278
353	0.05779635739
354	0.05767473117
355	0.05760390073
356	0.05755155682
357	0.05751728889
358	0.05743056656
359	0.05734211671
360	0.05732255847
361	0.05723477718
362	0.05715670067
363	0.05709346648
364	0.05703486392
365	0.05701457106
366	0.05700004541
367	0.05694792164
368	0.05686366063
369	0.05679593099
370	0.0567338932
371	0.05669948045
372	0.05659020005
373	0.05650096851
374	0.05644398096
375	0.05641916049
376	0.05637658271
377	0.05632694896
378	0.05627958583
379	0.05619010642
380	0.05612858909
381	0.05605775993
382	0.05595273827
383	0.05589292012
384	0.05586809686
385	0.05579838342
386	0.05576902011
387	0.05572577751
388	0.05570725192
389	0.05562678988
390	0.05555390007
391	0.05549234208
392	0.05544806388
393	0.05535122461
394	0.05528045675
395	0.05519726038
396	0.05512860487
397	0.05506777799
398	0.05499209873
399	0.05495537431
400	0.05490375103
401	0.05484710511
402	0.05473090072
403	0.05470443159
404	0.05464565015
405	0.05461199739
406	0.05453450726
407	0.05445529586
408	0.05438444499
409	0.05434554956
410	0.05429640618
411	0.05426705952
412	0.05421689413
413	0.05415345804
414	0.05408124561
415	0.0540211069
416	0.05395930654
417	0.05392858329
418	0.05388861751
419	0.05384076279
420	0.0537688912
421	0.05372800775
422	0.05363731447
423	0.05356385359
424	0.05352633218
425	0.05346965156
426	0.0534323569
427	0.05335381323
428	0.05328471798
429	0.05322471741
430	0.0531341189
431	0.0530731158
432	0.05300054626
433	0.05292289723
434	0.05287079331
435	0.05281610605
436	0.05274449926
437	0.05271662425
438	0.05266218911
439	0.05261474101
440	0.05256265047
441	0.05248451787
442	0.05241144461
443	0.05237336893
444	0.05234568343
445	0.05227273891
446	0.0521902683
447	0.05214499087
448	0.05208848322
449	0.05201668167
450	0.05197034631
451	0.05189527066
452	0.05183921769
453	0.05178371752
454	0.05174909634
455	0.05169404437
456	0.05165326588
457	0.05158849367
458	0.05153350854
459	0.05145988405
460	0.05140160689
461	0.05135632306
462	0.05126056641
463	0.05121582446
464	0.05114141225
465	0.0510450268
466	0.05099676872
467	0.05096473147
468	0.05093123103
469	0.05088868789
470	0.05086372631
471	0.05083479366
472	0.0507200266
473	0.05068982679
474	0.050653985
475	0.05061313783
476	0.0505487128
477	0.05049715892
478	0.05044448049
479	0.05040917533
480	0.0503517023
481	0.0502552803
482	0.05020776946
483	0.05016059264
484	0.05012124666
485	0.04999911
486	0.04996748275
487	0.04994484223
488	0.04985949995
489	0.04980924928
490	0.04977305251
491	0.0497268671
492	0.04964753834
493	0.04961665449
494	0.04954218931
495	0.04948430351
496	0.04941153971
497	0.04936545046
498	0.04923255915
499	0.04918783646
500	0.04914096614
501	0.04905246614
502	0.04898712472
503	0.04894064781
504	0.04888895421
505	0.04886277675
506	0.04881697735
507	0.04876666422
508	0.04872509015
509	0.04869763411
510	0.04862107684
511	0.04853498045
512	0.04846377341
513	0.04842250629
514	0.04837907137
515	0.04833722926
516	0.04828935886
517	0.04822486775
518	0.04815950955
519	0.04809270113
520	0.04805113702
521	0.04798771235
522	0.04793982515
523	0.04789860871
524	0.04786534925
525	0.04784468979
526	0.04779394276
527	0.04772942771
528	0.04767949921
529	0.04765372007
530	0.04762683072
531	0.04758458579
532	0.04756004794
533	0.04751762026
534	0.04743563229
535	0.04740520257
536	0.0473561328
537	0.04730918734
538	0.04727702433
539	0.04724366213
540	0.04721739489
541	0.04718382665
542	0.04714721606
543	0.04712100493
544	0.04709031367
545	0.04704592163
546	0.04698671192
547	0.04690775394
548	0.0468578321
549	0.0468358228
550	0.04678968018
551	0.04671617613
552	0.04668146727
553	0.0466260116
554	0.04656921461
555	0.04651390687
556	0.04645729975
557	0.04641787165
558	0.04638867198
559	0.04636012721
560	0.04631575691
561	0.04624959498
562	0.04618690035
563	0.04616345269
564	0.04609914485
565	0.0460296965
566	0.04599702014
567	0.04597137548
568	0.04590765826
569	0.04584598617
570	0.04581542633
571	0.0457827741
572	0.04571304232
573	0.04566464054
574	0.04558177499
575	0.04555754103
576	0.04550758463
577	0.04546653617
578	0.0454297956
579	0.04538506831
580	0.04534170441
581	0.045285356
582	0.04522684348
583	0.04518359807
584	0.04513439228
585	0.04507285804
586	0.0449833195
587	0.04490127457
588	0.04484539902
589	0.04477922765
590	0.04471775353
591	0.04464409253
592	0.04459399465
593	0.0445564996
594	0.04451349358
595	0.04446459302
596	0.04443075255
597	0.04439316601
598	0.04434659224
599	0.0442637873
600	0.04418596785
601	0.04414390472
602	0.04410434733
603	0.0440486863
604	0.04396888205
605	0.04389577496
606	0.04382034342
607	0.04376268424
608	0.04374690513
609	0.04372495824
610	0.04368353602
611	0.04364351269
612	0.04361875272
613	0.0435953915
614	0.04354834315
615	0.04349441151
616	0.04344391866
617	0.04339874104
618	0.04338091887
619	0.0433234292
620	0.0433086463
621	0.04325747779
622	0.04320766603
623	0.04316320082
624	0.04310992087
625	0.04307607363
626	0.043022869
627	0.04297436645
628	0.04295264339
629	0.04291979648
630	0.04284498311
631	0.04279457713
632	0.04275007414
633	0.04273325654
634	0.04271614379
635	0.04267928947
636	0.04263966111
637	0.0426041557
638	0.04253846474
639	0.04251674777
640	0.04248519458
641	0.04244984291
642	0.04243100651
643	0.04239265975
644	0.0423208864
645	0.04228508576
646	0.04226030188
647	0.04222764506
648	0.04217414944
649	0.04214229015
650	0.04210864875
651	0.04207883053
652	0.04205953528
653	0.04200510823
654	0.04195962311
655	0.04192603597
656	0.04188698663
657	0.04186531009
658	0.04182179344
659	0.04178369117
660	0.04174733386
661	0.04170737516
662	0.04168503086
663	0.04165654086
664	0.04162110833
665	0.04160815078
666	0.0415920892
667	0.0415641962
668	0.04153556932
669	0.04151493372
670	0.04148259026
671	0.04146625699
672	0.04144452173
673	0.04140355821
674	0.04139182533
675	0.04132485395
676	0.04129862866
677	0.04123821895
678	0.0412181725
679	0.04118217039
680	0.04117084042
681	0.04114476629
682	0.04111070466
683	0.04106476224
684	0.04102794429
685	0.04098378277
686	0.04094960914
687	0.04092264598
688	0.04089312707
689	0.04085062216
690	0.04083972588
691	0.04081371486
692	0.04078321354
693	0.04075124532
694	0.04071054624
695	0.04065273895
696	0.04064168037
697	0.04061434553
698	0.04057867671
699	0.04054389273
700	0.04052170585
701	0.0404859987
702	0.04047594749
703	0.04042481561
704	0.04036818917
705	0.040332912
706	0.0403128904
707	0.04026780814
708	0.04022984991
709	0.04019278757
710	0.04017320149
711	0.04015410498
712	0.04012530525
713	0.04010619468
714	0.04006746485
715	0.04002997421
716	0.0400112079
717	0.0399795907
718	0.03993697225
719	0.03990907915
720	0.03983953871
721	0.03981237501
722	0.03976987529
723	0.03973104565
724	0.03969130347
725	0.03965774437
726	0.03962293005
727	0.03960484933
728	0.03957432501
729	0.03952444943
730	0.03947700685
731	0.03943501497
732	0.03939233765
733	0.03937470745
734	0.03934124056
735	0.03926333108
736	0.03918559312
737	0.03914077814
738	0.03910696134
739	0.03907396873
740	0.03903303185
741	0.0390019254
742	0.03892911686
743	0.03890331407
744	0.03883983065
745	0.03879985083
746	0.03876974618
747	0.03873047988
748	0.03869970779
749	0.03865780281
750	0.03862704045
751	0.03861077865
752	0.03858024545
753	0.03853747597
754	0.03846924223
755	0.03839457962
756	0.03832205109
757	0.03828366489
758	0.03825637485
759	0.03820976595
760	0.03816708466
761	0.03814331045
762	0.03812574328
763	0.03808447916
764	0.03806749402
765	0.03801077495
766	0.03798244438
767	0.03791817154
768	0.03786280734
769	0.03780609122
770	0.03778319177
771	0.03774276153
772	0.03770142156
773	0.0376570177
774	0.03764541086
775	0.03758425824
776	0.03753019205
777	0.03748749235
778	0.03745689647
779	0.03741560148
780	0.0373756721
781	0.03733777405
782	0.03729915144
783	0.03724553003
784	0.03716388745
785	0.03713466274
786	0.03709503273
787	0.03705853775
788	0.03703183842
789	0.03701489385
790	0.03695627218
791	0.03692103541
792	0.036909105
793	0.03687215279
794	0.03681825316
795	0.0367606811
796	0.03668495384
797	0.03665028768
798	0.03661795403
799	0.03660301596
800	0.03659395253
801	0.03655778379
802	0.03650264458
803	0.036476232
804	0.03640871207
805	0.03635635713
806	0.03632131879
807	0.03630812254
808	0.03629942385
809	0.0362596332
810	0.03619999849
811	0.03618574702
812	0.03616958884
813	0.03612035777
814	0.03605988797
815	0.0360184448
816	0.03600265134
817	0.03598031593
818	0.03596767927
819	0.03590728761
820	0.03587273507
821	0.03585812237
822	0.03583724898
823	0.03580072771
824	0.03574293865
825	0.03569846057
826	0.03568075225
827	0.03564104675
828	0.0356259697
829	0.03560701864
830	0.03556671948
831	0.03552820177
832	0.03549846098
833	0.03545431448
834	0.03542097641
835	0.03540155245
836	0.03537964775
837	0.03536587747
838	0.03533783106
839	0.03529504171
840	0.03526800643
841	0.03521114097
842	0.03516771366
843	0.03513077413
844	0.0350969894
845	0.035060968
846	0.03501757842
847	0.03500780256
848	0.0349587399
849	0.0349245468
850	0.03490771661
851	0.03488796517
852	0.03485310781
853	0.03484158582
854	0.03481134688
855	0.03477475707
856	0.0347303041
857	0.03469739166
858	0.03468510296
859	0.03465314547
860	0.03459910894
861	0.03456839281
862	0.03453902224
863	0.0344998358
864	0.03447122364
865	0.03445083027
866	0.03442008336
867	0.03436970796
868	0.03432495278
869	0.03429297481
870	0.0342809799
871	0.03425311946
872	0.03421896977
873	0.03420280833
874	0.03416996411
875	0.0341369561
876	0.03411561832
877	0.03407877386
878	0.03404191277
879	0.03400883468
880	0.03396480144
881	0.03395724905
882	0.03394990931
883	0.03392589745
884	0.03390601741
885	0.03387641621
886	0.03386522348
887	0.03383847484
888	0.03382430472
889	0.03380880224
890	0.0337734913
891	0.03374202403
892	0.0337171672
893	0.03371023599
894	0.03368060978
895	0.03365796355
896	0.033627608
897	0.03358997349
898	0.03357626471
899	0.03354693232
900	0.0335273334
901	0.03347510602
902	0.0334337703
903	0.03340212624
904	0.03337394952
905	0.03335799403
906	0.03333567929
907	0.03329029061
908	0.03328200795
909	0.03325601369
910	0.03324236936
911	0.03322910282
912	0.03321830741
913	0.03319186382
914	0.03317900309
915	0.03313597756
916	0.03312607009
917	0.03311527471
918	0.0331046789
919	0.03308220234
920	0.03303294507
921	0.03299481935
922	0.03294440489
923	0.03293033797
924	0.03288114077
925	0.03285617647
926	0.03278679847
927	0.03276511625
928	0.0327230712
929	0.03270408523
930	0.03268228407
931	0.03265333213
932	0.03261359712
933	0.0326034341
934	0.03258507028
935	0.03257512836
936	0.03255139909
937	0.03253806157
938	0.03251535095
939	0.03247446185
940	0.03244068688
941	0.03242522134
942	0.03240520947
943	0.03239544384
944	0.03238097804
945	0.03236371299
946	0.0323214708
947	0.03230223024
948	0.0322833255
949	0.03224841995
950	0.0322165006
951	0.03220685921
952	0.03218416255
953	0.03216486887
954	0.03213964531
955	0.03212107076
956	0.03210282641
957	0.03207218961
958	0.03205220757
959	0.03203960413
960	0.03202721792
961	0.03198832387
962	0.03195484562
963	0.03194047952
964	0.03191711279
965	0.03189237622
966	0.03186375037
967	0.03184109998
968	0.03181036826
969	0.03178402705
970	0.03175436328
971	0.0317369988
972	0.03172709975
973	0.03170891697
974	0.03167132105
975	0.03164054634
976	0.03162712431
977	0.03159972816
978	0.03158178325
979	0.03156981221
980	0.03154253234
981	0.03151269206
982	0.03148897399
983	0.03144392375
984	0.03141530472
985	0.03137455265
986	0.03136782446
987	0.0313547987
988	0.03131558974
989	0.03128403682
990	0.03125796424
991	0.03124059676
992	0.03122352203
993	0.03119301842
994	0.03118274619
995	0.03117049252
996	0.03115875973
997	0.03112928869
998	0.03110086419
999	0.03107337145
